id,text_excerpt,verdict
uk_021,"овнішньополітичні дії"", - пише Кураєв. Протодиякон також зазначає, що ""конфронтація із Заходом означає перехід на мобілізаційний режим життя. І в економіці і в ідеології"". Одним з негативних моментів приєднання Криму до Росії Кураєв також назвав ""скорочення традиційних російсько-українських шлюбів, що негативно позначиться на стабільності генофонду російського народу"". На його думку, до скорочення шлюбів може привести візовий кордон та конфронтаційна ідеологічна війна. ""На наших очах на почутті",
uk_022,). 2. Коли ми святкуємо День незалежності України? (24 серпня). 3. У якому році була прийнята Конституція незалежної української держави? (1991 рік) 4. Із скількох областей складається Україна? (24 і Республіка Крим) 5. Хто є автором слів Гімну України? (Павло Чубинський) 6. Хто написав музику до нього? (Михайло Вербицький) 7. Назвіть прізвище першого космонавта України? (Леонід Каденюк) 8. Який найбільший звір України? (Зубр) 9. Яка найбільша морська тварина живе в Україні? (Дельфін) 10. Назвіт,
uk_023,"рпаний, а претензій один до одного вони не мають. Тіматі і Діма Білан © tochka.net 2.Анастасія Волочкова проти Валерії Конфлікт між двома блондинками розгорівся на ґрунті політики. Валерія підтримала приєднання Криму до Російської Федерації, а Волочкова звинуватила її за це в ""політичній проституції"". Ця заява обурила чоловіка Валерії Йосипа Пригожина, і він подав до суду на Волочкову. Все закінчилося тим, що Анастасія Волочкова публічно вибачилася перед Йосипом Пригожиним і Валерією. © instagra",
uk_024,"я. Я перепрошую, якщо через це у Вас вкрали з-під носа тему статті. --Ата (обг.) 13:39, 15 квітня 2016 (UTC) Оцінка визнання Криму російським[ред.] Прошу поради. Автор описав у статті Населення Росії Кримський федеральний округ. Як оцінити сей прояв українофобії? Я можу як член журі дискваліфікувати статтю? З повагою, --Krutyvuss (обговорення) 15:57, 24 квітня 2016 (UTC) @Krutyvuss: Варто зняти бали за порушення ВП:НТЗ — NickK (обговорення) 07:19, 25 квітня 2016 (UTC) Найкраще навести обидві точ",
uk_025,не можна працювати з судимістю. У підсумку ось уже десять місяців борець за «російський Крим» змушений жити на допомогу через безробіття. Валерій Под'ячий ‒ один із засновників руху «Народний фронт «Севастополь-Крим-Росія». Ця організація була створена 2005 року й відкрито виступала за приєднання Криму до Російської Федерації. За родом діяльності Под'ячий ‒ викладач прикладної математики. До 2016 року він викладав в Академії біоресурсів і природокористування Кримського федерального університету,
uk_026,"имедијалне прес-центре. Нови-Сад. 1 : Голос Кореи : Корея (Северная) : Пхеньян : Іномовлення : Російська Pyongyang FM 1 : Радио Польша : Польща : Варшава : Іномовлення : Російська 1 : Транс-М-Радіо : Республіка Крим : Сімферополь : Іномовлення : Російська Муз.формат: Soft AC - в ефірі звучать тільки легкі західні та пост-радянські композиції, багато композицій 70-80-х років. Слоган - ""Одне радіо на весь Крим!"" 0 : Радио Спутник Абхазия : Грузія : Сухумі : Іномовлення : Російська Радио Спутник се",
uk_027,"е, друзі, якщо Ви розв'язали провести час в одному із кращих курортів ИНГ, відпочити, і зміцнити своє здоров'я, ми чекаємо Вас у Центральному Військовому Санаторій МО України ""Крим"". Санаторій ""Крим"" Республіка Крим, м. Ялта, пгт. Партенит Бар, кінотеатр, магазин, перукарня, екскурсійне бюро, танцмайданчик, обладнаний пляж, прокат водних лиж, саней, віндсерфінг, автостоянка. Прочитане: 9242 раз",
uk_028,"му від туристських табірних багать! Як же ми скучили без Криму… І Крим повернувся під рідний дах! З світом повертати необхідно землі наших дідів та батьків! Крим повернувся до Росії, до своїх! Ніколи Крим наш не був чужим! Ми ні п'яді землі не здамо! Пам'ять предків і щастя живим! Всі дороги ведуть в російський Крим! У минулому залишайтеся наші біди! Процвітає кримська земля! Попереду салюти і перемоги! Річки, море, гори і поля! Відпочивати з друзями поїдемо в Крим, З метою зміцнення рубля! Зміц",
uk_029,"Активістів організації ""Севастополь-Крим-Росія"", які вимагали приєднати Крим до Росії, засудили до 3 років тюрми - ЄВРОПЕЙСЬКА УКРАЇНА - Портал чесних новини-Єдина Країна - | Українські новини | 01-Бер-2011 Головна » 2011 » Березень » 1 » Активістів організації ""Севастополь-Крим-Росія"", які вимагали приєднати Крим до Росії",
uk_030,"Тому що не міг уявити собі рівень страху і невпевненості в собі і власній країні, в якій живуть усі ці люди і я б навіть сказав – інституції. Ну от уявіть собі, що ви абсолютно впевнені в законності приєднання Криму до Росії і відсутності будь-яких правових наслідків сьогодні й політичних наслідків завтра. І раптом хтось публікує в мережі пам'ятку щодо цих політичних наслідків. Будете ви помічати цей документ? Мало що хтось публікує? Яка різниця? Правовий статус Північного Кіпру залишається нев",
uk_031,"ії достроково припинив повноваження «губернатора» окупованого Севастополя Сергія Меняйло та відправив його повноважним представником в Сибір. Кремль звільнив посла Росії в Україні Михайла Зурабова, а Кримський федеральний округ розформував указом Путіна. Зараз Константинополь створює комісію для розгляду звернення Верховної Ради про автокефалію Православної церкви в Україні. З 29 липня НБУ знижує облікову ставку на 1% до 15,5% річних, а ціна на нафту марки Брент знову соромить диванних аналітикі",
uk_032,"й регіон охоплює Дніпропетровську, Запорізьку, Миколаївську, Одеську, Херсонську області і Республіку Крим - він найбільший за площею в Україні. В регіоні частка корінної нації коливається від 25,8% (Республіка Крим) до 75% (Миколаївська і Херсонська області). Найбільшою етнічною меншиною є росіяни. 4. Соціально-економічне районування Залежно від характеру природних умов, особливостей історичного розвитку, засобів і ресурсів, демографічного потенціалу, рівня розвитку і структури господарства на",
uk_033,"Темы Керри, Россия, США, Украина 18.03.2017 20:35: Туреччина назвала «анексією» приєднання Криму до Росії, підтримавши територіальну цілісність України",
uk_034,"телевізійної програми „Постскриптум“»[35] 28 квітня 2014 року введені обмежувальні санкції США[36]. У серпні 2014 року включений Україною в санкційний список за позицію щодо війни на Сході України та приєднання Криму до Росії[37]. Також включений в санкційні списки Канади та Австралії[38]. 2008 — «Путінські гойдалки». Москва. ЕКСМО. 2009 — «Гросмейстери задзеркалля. Росія і світова геополітика». Москва. ЕКСМО, Алгоритм. 2011 — «Від Давосу до Куршевеля. Де вирішуються долі світу». Москва. ЕКСМО,",
uk_035,"і роки для забезпечення водою з Дніпра маловодних і посушливих територій Херсонської області і Криму. Раніше канал забезпечував півострову 80-85 відсотків обсягу забору води. У квітні 2014 роки після приєднання Криму до Росії Україна перекрила шлюзи. Полтава14 червня о 00:31 Архівний сюжет (14 червня о 00:31) У Грузії звільнили гендиректора каналу «Руставі 2», ведучий якого облаяв Путіна 7 липня ведучий авторської програми ""P.S."" Георгій Габунія російською мовою звернувся до президента Росії Вол",
uk_036,"законодавству (Росія - світська держава, діяльність релігійних організацій в її Збройних силах заборонена законом, а набір в Збройні сили не ведеться за конфесійною ознакою), буде мозаїка «Безкровне возз'єднання Криму» із зображенням Путіна і Шойгу, а також «Парад Перемоги» з Йосипом Сталіним, раніше повідомив член патріаршої ради з культури РПЦ МП протоєрей Леонід Калінін. «Зрозуміло, що одне з таких значущих подій - приєднання Криму. У цьому приєднанні брали участь перші особи держави, які бу",
uk_037,"незалежний журналіст Микола Семена та Анна Андрієвська, яка публікувалася у «Центрі журналістських розслідувань». Вона зазнавала переслідувань за ймовірне співробітництво з медіа, що виступають проти приєднання Криму до Росії, проте ані не були судимі, ані осуджені. MediaSapiens, «Интерфакс», Крим, Марк Фейгін, Реджеп Таїп Ердоган, Росія, адвокат, кримські політв'язні, прес-конференція",
uk_038,"Зірка російського серіалу прокоментувала заборону на в'їзд в Україну. Politeka 24 Травня 2017, 19:58 Знаменитий російський актор поплатився за “Крим наш” (фото) Новини Манчестерський терорист: спливли нові подробиці",
uk_039,"іпровський (Дніпропетровська і Запорізька області); Північно-Східний (Полтавська, Сумська і Харківська області); Центрально-Поліський (Житомирська, Київська і Чернігівська області); Причорноморський (Республіка Крим, Миколаївська, Херсонська і Одеська області); Карпатський (Закарпатська, Івано-Франківська, Львівська і Чернівецька області); Подільський (Тернопільська, Хмельницька і Вінницька області); Центральний (Черкаська і Кіровоградська області); Волинський (Волинська і Рівненська області). О",
uk_040,"вважає, що для просування виконання Мінських угод необхідна озброєна міжнародна поліцейська місія, яка б розміщувалася по всій зоні конфлікту, особливо на державному кордоні. Попередня статтяМЗС про приєднання Криму до російського округу: Вкрадене залишиться вкраденим і в іншій хаті Наступна статтяОБСЄ закликає до термінових кроків для встановлення миру на Донбасі",
uk_041,"Крым! И Урал вернется, кяфир затрясется, Отак. Висновки із цього випливають такі: по-перше, «Ісламська держава» визнає півострів російським, а по-друге, у світі з’явився ще один претендент на гасло «Крим наш». Нібито однієї терористичної держави нам тут було замало, що раптом із якогось пекла наповзає ще й друга! Читайте також: «Не вір, не бійся, не проси» Окупаційні органи одразу відреагували на «музичну листівку» з Близького Сходу та паризьке кровопролиття посиленням заходів безпеки в громадс",
uk_042,"ішення – призначив нового губернатора Севастополя замість Сергія Меняйла. Указ про скасування «Кримського федерального округу» президент Росії Володимир Путін підписав 28 липня. Відповідно до нього, «Республіка Крим» і Севастополь входять до складу Південного федерального округу (ПФО). Окремим пунктом Путін доручив уряду привести всі нормативні акти у відповідність до цих адміністративних змін. Володимир Устинов Згідно з указом, головою ПФО стає Володимир Устинов. Це мало що змінює, оскільки цей",
uk_043,"жб ніколи позитивно не позначається на роботі. Навпаки – люди починають нервувати. Спонукають деяких наших активістів брати участь у різних масових акціях типу «Крим наш» на підтримку, так би мовити, приєднання Криму до Росії. Ну, звичайно, більшість наших активістів уникають такої «честі», деякі інколи десь показуються. Це викликає серед наших активістів, звичайно, несхвальну реакцію. Події в Україні дуже негативно позначаються на всій роботі. – Чи Ви маєте змогу продемонструвати в Росії кращі",
uk_044,"2 ст.223.1 КК РФ у зберіганні та виготовленні вибухових речовин. Суддя розтлумачив як обтяжливу обставину те, що Г. Лимешко, на думку слідства, «зберігав зброю із почуття ненависті та ворожнечі через приєднання Криму до Росії». Г. Лимешко уклав досудову угоду зі слідством. Його було засуджено до 8 років позбавлення волі. воєнні злочиниполітичні переслідування",
uk_045,"іотично налаштованої частини населення, УПЦ виглядає проповідницею Російської імперії-СРСР. Ну і звичайно ж в УПЦ є неприховані сепаратисти. Деякі високопоставлені єпископи, не соромлячись, називають приєднання Криму до Росії природнім, адже ""Крим ніколи не був українським"", Революцію Гідності – заколотом і так далі. А у неоднорідній та вкрай децентралізованій структурі УПЦ є відверто проросійські воєнізовані ""братства"", які активно втягнуті до політичного протистояння. Дехто уже встиг назвати ф",
uk_046,"яли фортецю Ізмаїл (1790 р.). Наступного року було підписано Яську мирну угоду, згідно з якою до Росії відійшла територія між Південним Бугом і Дністром, включаючи Очаків. Туреччина остаточно визнала приєднання Криму до Росії, а також кордон по р. Кубань у Передкавказзі. Приєднання Криму до Росії мало виключне значення як з огляду стратегічного - усунення постійної загрози татарсько-турецьких наскоків, так і з економічного - опанування покладів корисних копалин сприяло розвитку промисловості. Ок",
uk_047,"утувати потужного суперника • Степан Барна: «Разом ми виробимо спільну стратегію ремонту місцевих доріг!» • Гриценко як альтернатива • У Тернополі надрукували та продають календар, на якому зображено Крим у складі Росії • День Європи урочисто відзначать на Тернопіллі • У Тернополі презентували Мистецький кластер • Децентралізація — крок вперед і два назад • «Музейна дивоніч»: із майстер-класами та пошуком скарбів Опубліковано: 4 Лютого о 13:13 14 29 січня минула 99-та річниця з дня легендарного",
uk_048,"ність не визнали, – пише INSIDER. Текст бюлетеня надрукували українською, кримськотатарською, а також російською мовами. В оприлюдненому на сайті ВР Криму документі зазначаються два запитання: «Ви за возз'єднання Криму з Росією на правах суб'єкта РФ?» і «Ви за відновлення дії Конституції Республіки Крим 1992 року і за статус Криму як частини України?». Навпроти кожного питання лише одне біле поле для позначки. Варіантів для заперечної або якої-небудь альтернативної відповіді немає. Нагадаємо, 6",
uk_049,"Головна / Аналітика / Російська еліта масово покидає Росію	Російська еліта масово покидає Росію 29.07.2014	212 пер. (Оцініть статтю!) Загрузка... «Незважаючи, а може бути, і внаслідок приєднання Криму до Росії широкі верстви російського населення підтримують Володимира Путіна. Однак російська еліта, здається, думає по-іншому: багато її представники виїжджають за кордон — і роблять це як можна швидше», — повідомляє Die Welt. Справа, як пише економічний портал Business Insider, дох",
uk_050,"України Адміністративні одиниці ( республіка, області )	Площа відвалів, га Річний вихід відходів, млн. куб. м	Обсяг річного використання відходів, млн. куб. м	Накопичені обсяги відходів, Млн. куб. м Республіка Крим	17	0,1	0,05	1,52 Вінницька	985	6,21	1,94	26,33 Волинська	251	1,93	0,23	35,14 Дніпропетровська	18331	245,08	50,86	2013,4 Донецька	12284,7	127,6	22,82	2771,14 Житомирська	2187,7	15,82	6,7	71,2 Закарпатська	27,5	0,48	0,23	3,89 Запорізька	1175,3	2,18	0,51	63,3 Івано – Франківська	384,2	5",
uk_051,"му, які проводяться і на території Криму? На моє глибоке переконання, - ні! Вважаю неприйнятним участь у роботі конференції голів парламентів представників парламенту країни, котра ще й голосувала за приєднання Криму до Росії та введення російських військ на територію України, яка є співучасником злочину не тільки проти України, але й проти всього світу, який визнає верховенство права. Моя позиція як Голови Парламенту України є однозначною: будь-яке загравання з агресором лише заохочує його агре",
uk_052,"или деталі правоохоронці. Незабаром … Озброєний автоматом хлопець ходив центром Києва У центрі Києва затримано молодого хлопця. Він в бронежилеті, з арсеналом зброї ходив по вулиці Садовій та кричав «Крим наш!». «Весь цей арсенал, що на фото, ніс на собі хлопець. Свідки повідомляють, що він йшов по вулиці Садовій, в самому центрі міста і кричав «Крим наш». Затриманий правоохоронцями. Попередньо … Трагедія у Німеччині: спливли подробиці про «подарунок Путіна» Неділя, Квітень 8, 2018 Під час обшук",
uk_053,"лісостепової — Вінницька, Київська, Полтавська, Сумська, Тернопільська, Харківська, Хмельницька, Черкаська, Чернівецька; степової — Луганська, Дніпропетровська, Донецька, Запорізька, Кіровоградська, Республіка Крим, Миколаївська, Одеська і Херсонська. Іноді, коли виникає необхідність підкреслити специфіку природно-економічних та екологічних умов сільського господарства, із складу поліської зони виділяють підзону Карпат, до якої включають Закарпатську, Івано-Франківську і Львівську області [5, с",
uk_054,"т Росії Володимир Путін обіцяв йому, що Росія зробить для кримських татар більше, ніж Україна за всі 23 роки незалежності. Взамін на це російський лідер хотів, щоб кримські татари з «радістю прийняли приєднання Криму до Росії». За словами Мустафи Джемільова, Путіну потрібні були гарантії того, що кримські татари не піднімуть антиросійське повстання. «Коли на твою землю ступає чужий солдат і диктує свої порядки, гарантувати, що там нічого не станеться, неможливо», – зазначив Мустафа Джемільов. Та",
uk_055,"ривко, Ігор Фещенко, для УП Російський опозиціонер Ілля Пономарьов: Інвестори вважають, що головна проблема України - уряд Ілля Пономарьов, єдиний депутат РФ, який у березні 2014 року голосував проти приєднання Криму до Росії, пояснив, як став промоутером України в США. (рос.) 09.10.2015 — Анастасія Рінгіс, УП Для дітлахів, які пережили страхи війни, Івіца Піріч за власний кошт організував відпочинок на морі, а для бійців – реабілітацію в спеціалізованих центрах. 09.10.2015 — Роксана Касумова, д",
uk_056,"тя сепаратизму, імітація волевиявлення. Потім у пункті 9 постанови Верховна Рада Криму звертається до російської влади, включаючи президента Путіна і Федеральні Збори РФ, з проханням почати процедуру приєднання Криму до Російської Федерації - вони цим вже показали, що ніякого референдуму не буде. Навіть якщо прийде 15-20 % виборців, вони намалюють 80 %. Це всі розуміють. Вчора на засіданні Меджлісу кримськотатарського народу було прийнято рішення бойкотувати будь-який референдум, який проходитим",
uk_057,"743 Росія не розглядає можливість приєднання Криму, заявив президент РФ Володимир Путін. «Ні, не розглядаємо», - сказав Путін, відповідаючи на запитання журналіста про те, чи розглядає Москва варіант приєднання Криму до Росії, повідомляє РІА «Новости». «Я взагалі вважаю, що тільки громадяни, які проживають на тій чи іншій території, в умовах свободи волевиявлення, в умовах безпеки, можуть і повинні визначати своє майбутнє», - підкреслив російський президент. Рада ЄС з питань закордонних справ у",
uk_058,"ою нинішню владу України вважають 14% респондентів, 73 % – нелегітимнимною. Консолідації українського суспільства проти Росії росіяни не чекають – її передбачають тільки 14% опитаних. 26% чекають, що приєднання Криму до Росії викличе ослаблення прихильників Майдану, розбрід серед прихильників нової влади, ще 28% очікують стабілізації політичної ситуації в країні і примирення з відділенням Криму. Ще 7% вважають, що приєднання Криму виллється в бажання українців з'єднатися з Росією в одну державу.",
uk_059,"Міжнародні новини Archives - Страница 3 из 16 - Біла хата «Що зміниться після того, як я зараз скажу про те, що Крим наш або російський? Що зміниться? Нічого! Ну погаласують, в Росії це пройде новиною ввечері, а вранці забудуть... В Україні скажуть «собака» і плюнуть у мый бік. В результаті що ми отримаємо?». Саме так висловився Президент Білорусі Олександр Лукашенко на прес-конференції 1 березня 2019 […] 6:2",
uk_060,"їні запроваджується для того, щоб запобігти імовірній агресії Росії, заявив Порошенко напередодні в інтерв'ю українським телеканалам. Постійне посилання https://p.dw.com/p/3920O Теми Петро Порошенко, Керч, Росія, Російська Федерація, Керченська протока Ключові слова воєнний стан в Україні, Петро Порошенко, Керченська протока, агресія РФ в Азовському морі, Росія Постійне посилання https://p.dw.com/p/395Lt Порошенко підписав указ про запровадження в Україні воєнного стану 26.11.2018",
uk_061,"ні у главі 1. В основі розподілу на види лежить суб'єктивний склад даного права, так як суб'єктом, припустимо, загальнодержавної власності є держава в особі Верховної Ради України, республіканської – Республіка Крим, комунальної адміністративно-територіальної одиниці в особі обласних, районних, сільських, селищних, міських Рад Народних Депутатів. У державній власності знаходиться більш широке коло об'єктів, ніж у колективній та приватній власності. Суб'єктами колективної власності є окремі орган",
uk_062,"інтереси і підтримувати кримських татар. Ви тільки задумайтеся над цією дешевою маніпуляцією. Явлінський демократ, він засуджує окупацію Криму. Але застосувати демократичний інструмент для того, щоб Крим став частиною російської політики, російського суспільства, провести там вибори і взяти в них участь, - це нормальний шлях?"" - зазначив депутат. Він також підкреслив, що намір російського журналіста Олексія Венедиктова очолити українське російськомовне ЗМІ є ще однією маніпуляцією. ""Ось Венедик",
uk_063,"сю суму, а саме 220 тис грн, але для оплати клініці все ще буде не вистачати, можливо, ми збільшимо суму проекту на УББ для продовження акумуляції та збору коштів. Ім’я: Давид Бенідзе, 5 років Місто: Республіка Крим, Нижньогірський р-он, с. Пєни Діагноз: Нейробластома забрюшинного простору, 4 стадія Зібрали 784 982 грн. голосів: 60 Проголосувати голосів: 60 Ваша оцiнка: ... Донори (2417) ордер 6845 Дата: 3 жовтня 2013 р. 15:05:59 оксана, ордер 0383 Дата: 3 жовтня 2013 р. 15:05:26 ордер 2511, Шаб",
uk_064,"ходяться під кримінальним зараз переслідуванням СБУ, оскільки цей склад злочину віднесений до нашої підслідності. Остання кримінальна справа, яка зараз розслідується, стосовно так званої організації «Севастополь-Крим-Росія». Це остання назва. До цього, наскільки Ви знаєте, пане Євгене, ми через суд домоглися заборони діяльності і «Прориву», так званої організації, яка теж думала, що вони дуже радикальні в Криму, і бахчисарайського відділення ЄСМ, і деяких інших так званих радикальних структур. Р",
uk_065,"o видніються вдалині на мoрськoму гoризoнті Скелями-кoраблями ствoрюють непoвтoрний ландшафт, який виглядає дуже неспoдіванo і свoєріднo серед рівниннo-гoрбистoгo пейзажу Керченськoгo півoстрoва. РФ, Республіка Крим, Ленінський р-н, с. Якoвенкoве, вул. Чoрнoмoрська, 1A/1 тел.: (36562) 57-007 РФ, Республіка Крим, 298108, м. Феoдoсія,",
